OrderID,Date,ProductID,CustomerID,EmployeeID,Quantity,UnitPrice
1282,10/01/2023 00:00,2,192,9,10,904
1283,18/02/2024 00:00,32,182,22,4,439
1284,02/02/2023 00:00,49,276,20,6,611
1285,14/09/2024 00:00,9,79,22,10,654
1286,01/07/2024 00:00,37,201,25,4,981
1287,07/04/2024 00:00,25,97,31,2,346
1288,01/07/2023 00:00,41,156,6,3,116
1289,31/01/2024 00:00,3,251,2,3,213
1290,10/04/2024 00:00,19,106,15,5,685
1291,25/02/2024 00:00,4,189,34,1,185
1292,12/03/2023 00:00,26,81,8,3,559
1293,27/12/2024 00:00,25,106,9,4,327
1294,24/08/2024 00:00,43,244,11,10,598
1295,27/05/2023 00:00,13,258,46,8,292
1296,03/12/2023 00:00,29,33,26,10,836
1297,04/04/2023 00:00,37,252,30,8,599
1298,29/06/2023 00:00,19,234,23,5,410
1299,29/01/2024 00:00,27,128,12,10,760
1300,14/02/2023 00:00,43,94,45,10,107
1301,10/03/2023 00:00,16,81,18,9,308
1302,13/01/2024 00:00,45,112,32,7,790
1303,16/09/2023 00:00,5,54,33,6,429
1304,12/12/2024 00:00,14,260,3,8,37
1305,19/07/2023 00:00,44,237,25,6,773
1306,20/05/2023 00:00,26,20,1,5,127
1307,03/11/2024 00:00,21,238,32,8,79
1308,15/06/2023 00:00,16,225,9,8,850
1309,01/07/2024 00:00,11,10,39,2,191
1310,24/11/2024 00:00,48,201,11,2,697
1311,05/02/2023 00:00,18,79,29,6,192
1312,12/10/2024 00:00,44,273,14,8,723
1313,05/01/2023 00:00,34,53,25,5,464
1314,02/09/2023 00:00,4,194,50,4,961
1315,12/12/2023 00:00,13,47,2,7,38
1316,11/11/2024 00:00,13,33,15,2,826
1317,01/12/2023 00:00,11,86,3,7,534
1318,08/07/2024 00:00,21,288,41,4,649
1319,28/11/2023 00:00,26,220,8,4,228
1320,14/04/2024 00:00,12,8,26,6,22
1321,14/02/2023 00:00,15,34,43,5,675
1322,15/04/2023 00:00,5,112,27,5,795
1323,06/09/2024 00:00,46,275,37,3,267
1324,05/12/2024 00:00,21,199,44,3,350
1325,22/08/2024 00:00,21,247,5,6,28
1326,14/01/2023 00:00,29,196,33,4,525
1327,14/03/2024 00:00,15,11,40,2,326
1328,25/05/2024 00:00,49,125,40,2,71
1329,01/09/2023 00:00,19,104,10,7,219
1330,21/10/2024 00:00,47,228,48,6,147
1331,25/01/2023 00:00,49,21,34,7,673
1332,11/11/2024 00:00,15,170,22,4,220
1333,28/03/2024 00:00,16,114,39,7,543
1334,23/02/2023 00:00,41,4,5,8,81
1335,16/07/2024 00:00,41,73,14,3,103
1336,15/11/2023 00:00,14,121,33,2,446
1337,07/11/2023 00:00,11,102,16,7,190
1338,07/05/2024 00:00,19,296,29,4,288
1339,08/03/2024 00:00,6,185,26,7,181
1340,08/05/2024 00:00,33,222,49,3,849
1341,04/11/2023 00:00,2,196,28,2,787
1342,25/01/2024 00:00,39,276,10,9,754
1343,07/05/2024 00:00,30,157,30,5,394
1344,14/07/2023 00:00,5,171,9,8,210
1345,01/03/2024 00:00,1,7,33,6,513
1346,25/08/2024 00:00,26,192,25,8,325
1347,16/06/2023 00:00,5,210,3,2,404
1348,12/10/2024 00:00,13,224,17,6,531
1349,10/03/2024 00:00,45,189,45,1,676
1350,06/01/2024 00:00,48,127,16,8,45
1351,28/11/2024 00:00,41,15,45,3,277
1352,15/06/2023 00:00,10,131,16,10,602
1353,29/01/2024 00:00,1,60,50,2,669
1354,13/03/2024 00:00,26,42,34,4,907
1355,23/08/2024 00:00,17,155,33,9,684
1356,19/12/2023 00:00,20,211,49,2,121
1357,16/12/2024 00:00,10,138,48,4,962
1358,14/12/2024 00:00,20,4,11,8,11
1359,30/06/2023 00:00,27,269,27,5,760
1360,29/05/2024 00:00,24,96,46,3,212
1361,07/07/2023 00:00,8,231,37,4,200
1362,01/10/2024 00:00,49,99,17,7,461
1363,11/10/2023 00:00,7,86,6,5,97
1364,19/11/2024 00:00,5,176,2,10,250
1365,08/01/2023 00:00,49,52,1,1,282
1366,08/01/2023 00:00,43,299,3,2,226
1367,12/12/2023 00:00,25,267,49,5,964
1368,19/11/2023 00:00,39,220,22,6,708
1369,31/12/2023 00:00,16,185,43,7,397
1370,23/05/2023 00:00,22,52,1,8,901
1371,12/09/2023 00:00,2,63,34,5,983
1372,12/07/2023 00:00,24,232,40,8,537
1373,30/11/2023 00:00,1,165,2,6,904
1374,19/09/2024 00:00,44,228,15,10,506
1375,13/04/2023 00:00,6,179,28,8,684
1376,16/06/2024 00:00,47,198,19,10,209
1377,05/11/2023 00:00,37,259,3,3,519
1378,29/04/2023 00:00,44,281,30,3,927
1379,06/11/2024 00:00,31,277,16,4,226
1380,01/12/2023 00:00,45,46,7,7,742
1381,17/11/2024 00:00,25,144,15,5,691
1382,07/12/2023 00:00,8,70,35,8,102
1383,22/01/2024 00:00,15,295,50,10,76
1384,27/08/2023 00:00,46,196,42,9,999
1385,15/12/2023 00:00,15,133,8,5,99
1386,17/11/2023 00:00,48,97,48,2,596
1387,02/07/2024 00:00,25,296,48,1,328
1388,26/11/2024 00:00,13,199,28,6,799
1389,09/02/2024 00:00,9,267,43,10,614
1390,31/10/2023 00:00,1,276,30,6,158
1391,30/05/2023 00:00,15,256,44,8,160
1392,06/12/2024 00:00,48,18,39,6,326
1393,09/08/2023 00:00,8,141,46,10,499
1394,08/12/2023 00:00,32,150,46,7,70
1395,03/07/2023 00:00,10,108,47,4,727
1396,12/12/2023 00:00,32,201,20,3,32
1397,17/10/2023 00:00,28,243,23,7,410
1398,28/11/2023 00:00,19,100,45,9,413
1399,14/08/2024 00:00,49,298,4,5,478
1400,03/08/2023 00:00,9,227,45,8,308
1401,12/08/2024 00:00,14,101,48,1,380
1402,27/02/2023 00:00,7,76,25,7,705
1403,11/06/2024 00:00,7,183,31,3,977
1404,18/02/2024 00:00,42,174,38,7,162
1405,05/12/2024 00:00,16,18,8,4,416
1406,17/11/2024 00:00,39,89,42,7,804
1407,27/01/2024 00:00,43,46,50,8,895
1408,05/05/2023 00:00,18,228,24,1,132
1409,09/08/2024 00:00,32,261,15,1,610
1410,29/01/2024 00:00,31,141,45,2,823
1411,07/03/2023 00:00,31,223,20,10,138
1412,08/02/2024 00:00,46,276,12,7,842
1413,21/08/2024 00:00,36,275,34,8,75
1414,01/05/2023 00:00,35,64,49,4,998
1415,06/05/2023 00:00,12,93,1,9,467
1416,29/07/2024 00:00,3,66,37,4,678
1417,11/07/2024 00:00,17,18,6,2,528
1418,15/06/2024 00:00,11,217,43,1,264
1419,17/11/2023 00:00,19,274,29,3,600
1420,12/04/2023 00:00,34,181,39,9,532
1421,09/08/2023 00:00,43,23,16,1,202
1422,29/09/2024 00:00,9,283,14,10,377
1423,17/06/2023 00:00,28,39,36,5,276
1424,12/12/2024 00:00,26,234,6,5,702
1425,10/10/2024 00:00,10,275,14,2,654
1426,07/06/2024 00:00,45,99,46,6,587
1427,20/03/2024 00:00,39,84,27,3,333
1428,28/06/2024 00:00,25,14,39,4,89
1429,07/01/2024 00:00,8,281,27,2,347
1430,22/01/2024 00:00,22,140,10,4,290
1431,10/11/2023 00:00,15,194,7,2,189
1432,16/10/2023 00:00,38,251,7,9,367
1433,22/11/2023 00:00,36,139,39,2,928
1434,28/06/2024 00:00,49,200,12,6,835
1435,04/12/2024 00:00,36,207,31,10,140
1436,01/10/2023 00:00,33,80,43,3,156
1437,24/12/2024 00:00,4,190,46,4,704
1438,21/10/2023 00:00,30,94,29,6,827
1439,31/03/2023 00:00,18,220,34,4,322
1440,23/03/2023 00:00,20,209,50,6,875
1441,20/10/2023 00:00,5,123,6,3,599
1442,20/05/2023 00:00,36,253,1,7,703
1443,15/01/2023 00:00,31,255,33,9,724
1444,01/07/2024 00:00,40,98,48,1,741
1445,13/09/2024 00:00,48,177,16,9,710
1446,18/03/2023 00:00,29,87,44,9,935
1447,22/05/2024 00:00,24,69,33,6,985
1448,13/09/2023 00:00,25,88,24,2,356
1449,07/08/2023 00:00,35,61,19,5,504
1450,20/10/2024 00:00,1,292,26,4,955
1451,31/12/2023 00:00,33,19,30,10,878
1452,25/12/2023 00:00,1,236,22,5,372
1453,18/05/2024 00:00,47,96,26,6,19
1454,07/05/2023 00:00,13,44,34,9,930
1455,19/01/2024 00:00,32,4,10,5,241
1456,22/04/2023 00:00,20,187,28,3,559
1457,06/01/2023 00:00,29,225,11,3,372
1458,09/02/2024 00:00,23,102,8,4,301
1459,05/05/2024 00:00,27,170,3,3,692
1460,29/11/2024 00:00,43,137,8,7,510
1461,03/02/2024 00:00,46,66,21,7,523
1462,27/05/2024 00:00,9,57,7,1,139
1463,09/01/2023 00:00,1,122,4,6,449
1464,15/03/2024 00:00,28,246,19,5,507
1465,28/04/2023 00:00,16,79,47,9,201
1466,16/04/2023 00:00,17,127,43,7,213
1467,28/08/2024 00:00,45,258,40,3,203
1468,08/10/2023 00:00,41,77,15,2,145
1469,22/02/2023 00:00,13,75,28,1,641
1470,25/08/2023 00:00,25,209,34,5,726
1471,21/10/2024 00:00,15,173,28,8,72
1472,26/12/2023 00:00,4,156,8,5,382
1473,11/02/2023 00:00,46,215,16,6,926
1474,14/10/2023 00:00,1,27,43,6,227
1475,08/01/2024 00:00,39,52,28,3,268
1476,19/07/2024 00:00,22,156,8,2,695
1477,26/08/2024 00:00,50,67,22,6,769
1478,31/03/2023 00:00,34,191,16,5,225
1479,01/11/2024 00:00,7,67,41,10,133
1480,13/07/2024 00:00,13,99,46,8,957
1481,07/06/2023 00:00,40,176,20,8,789
1482,27/07/2024 00:00,3,66,13,7,573
1483,09/05/2024 00:00,23,188,29,2,942
1484,14/12/2024 00:00,27,269,33,1,180
1485,11/12/2024 00:00,9,149,3,10,72
1486,18/03/2023 00:00,13,204,32,9,901
1487,04/02/2024 00:00,11,225,49,9,403
1488,12/08/2023 00:00,26,140,14,3,13
1489,21/06/2024 00:00,38,5,33,8,525
1490,02/05/2023 00:00,17,156,15,5,735
1491,16/10/2024 00:00,11,115,3,9,253
1492,19/10/2024 00:00,10,143,9,5,904
1493,09/10/2024 00:00,16,108,35,2,11
1494,16/07/2024 00:00,39,189,21,2,979
1495,28/02/2023 00:00,17,69,27,10,311
1496,30/06/2023 00:00,41,6,23,4,758
1497,05/12/2024 00:00,17,9,35,10,118
1498,28/03/2024 00:00,25,132,41,10,574
1499,09/02/2024 00:00,15,167,18,4,605
1500,05/05/2024 00:00,10,229,15,7,387
1501,30/06/2023 00:00,6,254,12,8,199
1502,14/11/2023 00:00,13,292,32,3,673
1503,15/03/2023 00:00,11,91,26,10,202
1504,21/05/2023 00:00,28,126,30,7,112
1505,23/04/2023 00:00,47,7,39,2,396
1506,27/05/2023 00:00,1,23,9,4,798
1507,13/12/2023 00:00,41,7,1,2,565
1508,30/03/2024 00:00,46,44,13,3,501
1509,10/07/2024 00:00,11,158,22,8,168
1510,15/02/2023 00:00,45,137,41,9,136
1511,01/03/2024 00:00,7,279,19,2,533
1512,31/05/2023 00:00,10,1,15,1,242
1513,26/04/2023 00:00,23,147,15,7,713
1514,16/10/2023 00:00,32,87,8,4,114
1515,28/03/2023 00:00,23,40,40,6,131
1516,05/07/2023 00:00,3,78,12,7,553
1517,23/12/2023 00:00,44,218,10,5,649
1518,29/12/2024 00:00,7,139,32,6,965
1519,02/04/2024 00:00,5,2,10,3,337
1520,13/10/2023 00:00,47,245,5,2,601
1521,28/12/2023 00:00,10,47,21,3,196
1522,08/09/2024 00:00,21,254,28,8,720
1523,24/05/2024 00:00,41,171,9,4,402
1524,29/01/2024 00:00,35,274,32,9,559
1525,11/12/2024 00:00,6,298,46,7,549
1526,28/07/2023 00:00,48,113,45,2,250
1527,23/04/2023 00:00,2,186,36,8,990
1528,18/07/2024 00:00,4,179,24,3,311
1529,01/05/2023 00:00,27,125,14,4,67
1530,16/01/2024 00:00,45,74,25,1,722
1531,31/08/2024 00:00,4,55,43,10,85
1532,20/03/2023 00:00,11,16,10,6,154
1533,24/05/2023 00:00,1,292,27,3,793
1534,12/12/2023 00:00,48,271,45,5,491
1535,19/10/2024 00:00,29,7,19,2,169
1536,09/03/2024 00:00,3,89,33,3,21
1537,10/11/2023 00:00,44,233,36,5,951
1538,18/06/2024 00:00,46,117,28,3,288
1539,13/08/2023 00:00,25,65,48,4,420
1540,10/12/2024 00:00,26,95,48,9,629
1541,25/02/2023 00:00,30,245,21,7,857
1542,07/01/2024 00:00,24,218,13,5,121
1543,20/04/2023 00:00,39,172,2,4,298
1544,12/07/2023 00:00,5,109,39,1,784
1545,06/08/2024 00:00,36,104,41,1,256
1546,06/04/2023 00:00,37,23,37,8,56
1547,19/07/2023 00:00,20,5,23,5,991
1548,10/04/2023 00:00,21,201,47,6,142
1549,03/06/2023 00:00,22,209,48,9,113
1550,25/10/2023 00:00,2,196,31,10,899
1551,06/04/2023 00:00,11,78,44,8,90
1552,28/05/2024 00:00,46,119,14,3,797
1553,14/12/2023 00:00,34,268,50,6,468
1554,30/11/2024 00:00,19,185,40,7,50
1555,06/06/2023 00:00,25,123,14,10,631
1556,13/11/2023 00:00,37,255,7,1,156
1557,30/10/2023 00:00,36,45,32,2,475
1558,14/03/2023 00:00,11,35,18,10,382
1559,28/03/2024 00:00,12,236,17,8,272
1560,21/10/2023 00:00,42,72,8,10,509
1561,01/10/2024 00:00,26,210,40,3,461
1562,29/11/2024 00:00,21,192,6,7,528
1563,09/01/2023 00:00,3,30,48,4,726
1564,16/03/2023 00:00,10,54,19,7,172
1565,19/10/2024 00:00,15,199,30,2,367
1566,11/02/2024 00:00,35,239,7,2,194
1567,17/12/2023 00:00,50,222,13,7,346
1568,09/02/2023 00:00,39,249,14,8,127
1569,04/08/2024 00:00,35,80,31,3,665
1570,29/04/2024 00:00,3,195,4,6,818
1571,09/03/2024 00:00,14,28,14,1,985
1572,08/10/2023 00:00,18,130,41,3,95
1573,08/08/2023 00:00,26,42,20,8,902
1574,14/03/2024 00:00,43,133,12,1,104
1575,08/05/2024 00:00,22,153,11,4,367
1576,30/12/2023 00:00,31,275,45,3,998
1577,03/09/2024 00:00,45,293,25,1,584
1578,11/11/2024 00:00,13,40,47,10,641
1579,01/06/2023 00:00,47,163,1,3,928
1580,04/01/2023 00:00,32,163,8,7,279
1581,10/04/2023 00:00,29,65,41,8,664
1582,20/06/2023 00:00,3,112,48,4,440
1583,26/11/2024 00:00,39,194,14,6,224
1584,11/11/2023 00:00,37,8,24,6,26
1585,28/02/2024 00:00,33,64,45,8,674
1586,10/12/2023 00:00,27,181,23,9,446
1587,01/09/2024 00:00,8,91,30,7,392
1588,06/12/2024 00:00,11,278,28,7,301
1589,12/04/2023 00:00,44,224,41,5,728
1590,17/04/2023 00:00,6,54,6,1,641
1591,03/02/2023 00:00,32,279,7,8,525
1592,18/07/2024 00:00,43,149,27,4,238
1593,20/04/2024 00:00,25,59,13,8,983
1594,18/10/2023 00:00,27,203,1,6,810
1595,29/02/2024 00:00,18,136,20,7,699
1596,15/06/2024 00:00,3,8,2,3,819
1597,16/03/2024 00:00,48,163,22,3,992
1598,22/02/2023 00:00,16,285,26,4,641
1599,22/11/2023 00:00,37,220,9,7,755
1600,10/05/2023 00:00,34,82,28,4,111
1601,04/10/2024 00:00,33,61,41,10,813
1602,27/01/2023 00:00,17,284,11,6,218
1603,25/12/2024 00:00,28,6,41,10,166
1604,14/05/2023 00:00,35,41,37,7,35
1605,01/11/2023 00:00,30,184,12,4,678
1606,22/02/2023 00:00,13,275,16,7,798
1607,16/04/2023 00:00,18,43,10,1,663
1608,26/09/2023 00:00,8,236,39,2,119
1609,01/08/2023 00:00,12,48,5,8,874
1610,02/10/2024 00:00,26,52,32,1,433
1611,10/10/2024 00:00,5,108,44,7,394
1612,06/11/2024 00:00,29,83,12,5,20
1613,20/09/2024 00:00,37,17,8,6,365
1614,05/05/2023 00:00,39,280,1,3,544
1615,06/06/2023 00:00,13,16,35,1,540
1616,14/08/2023 00:00,14,187,8,4,40
1617,05/04/2023 00:00,6,65,18,5,503
1618,22/05/2024 00:00,23,283,42,5,488
1619,04/12/2024 00:00,28,263,26,4,266
1620,24/08/2024 00:00,46,144,26,2,607
1621,09/03/2024 00:00,20,85,14,8,453
1622,15/03/2024 00:00,39,140,21,10,120
1623,07/03/2023 00:00,13,291,23,6,929
1624,28/10/2023 00:00,29,86,3,9,269
1625,27/11/2023 00:00,39,272,23,7,40
1626,16/01/2024 00:00,28,96,23,4,84
1627,05/12/2024 00:00,24,75,50,6,135
1628,27/08/2023 00:00,1,169,14,8,591
1629,11/08/2023 00:00,36,34,25,5,626
1630,18/11/2024 00:00,7,288,18,10,978
1631,22/11/2023 00:00,5,294,42,7,708
1632,17/02/2023 00:00,21,102,13,1,831
1633,01/12/2023 00:00,18,216,8,2,473
1634,21/10/2024 00:00,38,197,16,10,31
1635,17/02/2024 00:00,37,3,30,5,144
1636,13/03/2023 00:00,3,274,34,1,355
1637,21/12/2023 00:00,31,49,27,5,291
1638,07/02/2024 00:00,26,41,36,6,515
1639,24/09/2024 00:00,20,233,32,2,873
1640,18/04/2023 00:00,7,15,15,1,855
1641,13/01/2024 00:00,21,224,15,3,100
1642,14/02/2023 00:00,35,3,45,1,275
1643,19/09/2024 00:00,8,25,20,2,280
1644,16/04/2024 00:00,25,139,45,3,957
1645,28/02/2024 00:00,8,65,21,3,781
1646,14/08/2024 00:00,41,229,43,2,544
1647,20/08/2023 00:00,31,251,18,6,801
1648,25/07/2024 00:00,6,136,50,5,738
1649,03/03/2023 00:00,16,106,45,2,86
1650,12/07/2023 00:00,14,7,43,4,489
1651,24/06/2024 00:00,32,54,22,4,843
1652,07/06/2023 00:00,33,161,49,5,735
1653,08/04/2024 00:00,33,55,9,4,948
1654,09/03/2024 00:00,40,263,13,7,202
1655,20/04/2023 00:00,11,158,37,2,160
1656,01/10/2023 00:00,48,57,16,1,925
1657,02/05/2023 00:00,2,244,43,9,473
1658,29/05/2024 00:00,36,44,23,7,227
1659,11/04/2023 00:00,28,261,22,1,461
1660,17/02/2024 00:00,4,196,47,7,208
1661,22/04/2023 00:00,12,142,34,10,515
1662,28/04/2023 00:00,44,26,42,4,991
1663,14/04/2023 00:00,4,19,37,5,254
1664,14/08/2023 00:00,18,116,40,7,411
1665,22/12/2023 00:00,47,138,32,4,185
1666,07/04/2023 00:00,41,148,46,10,304
1667,05/12/2024 00:00,12,258,45,10,498
1668,11/04/2024 00:00,16,88,21,2,180
1669,01/07/2023 00:00,10,7,43,8,448
1670,30/04/2024 00:00,17,40,11,1,618
1671,18/01/2023 00:00,38,1,32,4,493
1672,31/05/2023 00:00,37,149,15,9,525
1673,08/04/2024 00:00,50,49,7,5,833
1674,09/01/2024 00:00,32,180,35,5,689
1675,14/06/2024 00:00,30,7,23,5,737
1676,17/10/2024 00:00,50,248,8,5,712
1677,01/01/2024 00:00,2,76,27,4,685
1678,17/03/2024 00:00,32,16,16,10,768
1679,22/01/2024 00:00,24,106,48,2,208
1680,23/06/2024 00:00,41,56,18,9,930
1681,26/08/2024 00:00,12,136,44,6,919
1682,19/12/2024 00:00,27,142,20,4,52
1683,22/12/2023 00:00,22,63,28,8,590
1684,22/04/2024 00:00,19,57,1,8,959
1685,16/06/2023 00:00,44,77,34,5,648
1686,09/04/2024 00:00,20,250,19,2,828
1687,10/11/2023 00:00,3,112,19,10,136
1688,25/12/2023 00:00,1,221,23,1,61
1689,31/12/2024 00:00,19,258,43,9,168
1690,24/03/2023 00:00,18,74,47,4,452
1691,25/11/2024 00:00,19,113,3,8,965
1692,25/09/2023 00:00,41,198,28,7,1000
1693,27/11/2023 00:00,20,160,12,10,456
1694,21/07/2024 00:00,38,72,44,4,266
1695,05/10/2024 00:00,13,155,20,2,314
1696,23/03/2024 00:00,30,280,12,7,811
1697,02/12/2024 00:00,7,71,34,8,720
1698,25/02/2024 00:00,46,184,30,6,447
1699,01/04/2023 00:00,30,15,36,1,990
1700,08/06/2024 00:00,49,72,40,5,815
1701,28/10/2023 00:00,24,66,40,9,931
1702,14/06/2024 00:00,4,202,9,7,696
1703,27/10/2024 00:00,30,28,6,1,286
1704,08/05/2024 00:00,7,171,39,2,851
1705,07/06/2024 00:00,45,170,4,2,768
1706,22/05/2024 00:00,48,28,45,4,538
1707,07/01/2023 00:00,9,115,44,3,318
1708,04/05/2023 00:00,32,103,8,2,10
1709,01/06/2024 00:00,34,50,16,4,116
1710,08/07/2023 00:00,29,201,4,2,317
1711,04/11/2024 00:00,16,280,17,10,707
1712,26/05/2023 00:00,40,64,28,3,661
1713,25/07/2023 00:00,48,124,11,9,769
1714,25/08/2024 00:00,31,246,19,5,693
1715,20/04/2023 00:00,32,189,43,5,410
1716,04/05/2023 00:00,30,214,28,3,38
1717,28/10/2024 00:00,37,200,1,10,320
1718,14/04/2024 00:00,43,228,3,6,995
1719,30/05/2024 00:00,18,5,11,6,522
1720,28/06/2023 00:00,14,179,46,9,409
1721,24/05/2023 00:00,42,78,23,10,357
1722,10/05/2024 00:00,18,156,26,2,948
1723,03/06/2024 00:00,25,242,39,3,599
1724,17/08/2024 00:00,50,270,17,3,724
1725,12/06/2023 00:00,23,300,40,7,79
1726,02/05/2024 00:00,15,50,43,2,521
1727,28/06/2023 00:00,21,119,50,4,117
1728,18/09/2024 00:00,47,197,49,7,954
1729,13/09/2024 00:00,17,59,3,2,462
1730,22/01/2024 00:00,41,16,12,6,120
1731,24/03/2024 00:00,9,294,36,4,210
1732,25/06/2024 00:00,44,147,15,4,769
1733,09/04/2023 00:00,13,45,38,1,654
1734,04/08/2024 00:00,14,18,9,1,378
1735,19/10/2024 00:00,35,37,22,3,708
1736,27/05/2024 00:00,34,255,13,4,594
1737,10/03/2023 00:00,23,183,40,9,883
1738,22/03/2023 00:00,29,219,41,7,904
1739,22/02/2023 00:00,9,265,20,2,130
1740,24/10/2023 00:00,39,277,22,1,239
1741,11/06/2023 00:00,17,200,46,6,79
1742,17/09/2024 00:00,19,39,35,10,257
1743,24/04/2023 00:00,33,160,26,10,68
1744,25/09/2023 00:00,38,242,17,1,43
1745,04/12/2023 00:00,13,172,49,1,152
1746,31/07/2024 00:00,49,32,16,8,84
1747,19/09/2024 00:00,40,19,23,2,982
1748,17/04/2023 00:00,6,283,31,3,287
1749,04/05/2024 00:00,3,255,33,4,675
1750,20/07/2023 00:00,20,117,2,1,36
1751,01/02/2024 00:00,35,195,44,1,575
1752,16/07/2024 00:00,50,194,45,3,450
1753,12/01/2024 00:00,9,60,29,2,928
1754,26/08/2023 00:00,23,100,22,7,950
1755,03/07/2024 00:00,6,6,15,7,775
1756,28/02/2023 00:00,37,24,1,4,842
1757,08/09/2024 00:00,9,225,12,5,54
1758,04/11/2024 00:00,42,126,19,3,630
1759,21/05/2024 00:00,8,40,5,5,970
1760,11/01/2024 00:00,46,183,15,8,740
1761,23/11/2023 00:00,50,283,19,4,549
1762,25/02/2024 00:00,45,278,33,2,65
1763,17/06/2024 00:00,46,249,18,2,218
1764,26/05/2023 00:00,15,157,48,9,225
1765,27/04/2023 00:00,3,121,45,8,675
1766,04/11/2023 00:00,2,256,3,5,294
1767,27/01/2024 00:00,6,31,18,10,403
1768,06/11/2024 00:00,25,228,3,4,220
1769,23/12/2023 00:00,28,273,4,5,42
1770,16/12/2023 00:00,2,173,17,10,231
1771,02/02/2024 00:00,47,223,28,1,836
1772,04/08/2024 00:00,47,148,35,8,444
1773,01/09/2023 00:00,50,266,17,3,993
1774,09/07/2024 00:00,9,8,18,5,97
1775,06/01/2024 00:00,19,173,37,7,49
1776,05/08/2024 00:00,18,129,42,10,22
1777,26/03/2024 00:00,43,165,17,3,464
1778,23/07/2024 00:00,1,239,3,6,501
1779,16/09/2024 00:00,14,210,4,10,971
1780,10/10/2023 00:00,36,161,5,8,194
1781,24/09/2024 00:00,17,254,9,4,655
1782,01/12/2024 00:00,42,26,15,2,680
1783,22/08/2023 00:00,33,226,38,6,52
1784,28/12/2023 00:00,4,133,17,1,704
1785,03/06/2024 00:00,35,23,39,4,368
1786,07/08/2024 00:00,29,58,33,2,252
1787,26/01/2023 00:00,24,213,5,7,906
1788,26/04/2024 00:00,21,185,22,7,928
1789,03/06/2023 00:00,19,16,11,6,55
1790,07/06/2024 00:00,38,14,7,10,226
1791,19/08/2024 00:00,46,261,38,6,972
1792,18/08/2023 00:00,3,77,25,2,988
1793,05/05/2023 00:00,37,258,37,9,761
1794,27/03/2024 00:00,34,27,39,8,685
1795,03/12/2023 00:00,21,138,13,10,310
1796,29/04/2023 00:00,16,186,15,8,332
1797,27/07/2024 00:00,45,124,29,7,380
1798,04/03/2024 00:00,33,40,24,8,629
1799,22/02/2024 00:00,15,292,9,9,260
1800,21/10/2023 00:00,44,300,43,3,630
1801,01/06/2023 00:00,22,161,8,2,428
1802,09/04/2024 00:00,37,254,41,4,931
1803,29/12/2024 00:00,1,86,8,7,279
1804,07/12/2024 00:00,31,52,9,1,863
1805,02/02/2024 00:00,11,38,9,9,897
1806,30/12/2024 00:00,28,182,9,7,723
1807,21/04/2023 00:00,19,61,22,6,615
1808,23/02/2024 00:00,47,24,5,6,982
1809,17/12/2024 00:00,41,231,48,7,306
1810,05/06/2024 00:00,9,94,47,10,948
1811,26/10/2024 00:00,6,78,1,10,617
1812,25/08/2024 00:00,30,195,21,8,190
1813,31/07/2024 00:00,18,50,15,5,515
1814,20/10/2023 00:00,34,269,38,9,874
1815,04/08/2023 00:00,21,197,21,3,986
1816,12/04/2023 00:00,28,266,18,10,910
1817,25/03/2024 00:00,23,146,11,2,304
1818,26/08/2023 00:00,15,87,19,5,630
1819,04/06/2024 00:00,43,143,10,2,221
1820,06/07/2024 00:00,49,87,2,10,934
1821,14/01/2024 00:00,35,100,1,8,862
1822,10/05/2023 00:00,14,145,37,7,759
1823,20/05/2024 00:00,30,152,8,2,465
1824,29/12/2023 00:00,17,45,9,5,759
1825,10/12/2023 00:00,6,114,47,2,344
1826,24/12/2024 00:00,18,233,41,9,698
1827,17/06/2024 00:00,45,162,3,7,112
1828,09/01/2023 00:00,21,98,36,1,981
1829,20/11/2024 00:00,16,71,38,7,903
1830,23/05/2024 00:00,13,136,31,3,506
1831,08/08/2023 00:00,19,68,13,2,983
1832,28/12/2024 00:00,1,223,5,8,581
1833,20/08/2024 00:00,12,20,27,5,638
1834,04/11/2023 00:00,16,179,31,9,682
1835,06/02/2024 00:00,15,150,43,8,511
1836,26/04/2023 00:00,39,183,35,8,312
1837,11/03/2024 00:00,49,148,27,8,343
1838,14/12/2024 00:00,8,91,30,6,686
1839,15/05/2024 00:00,26,66,50,8,870
1840,03/06/2024 00:00,39,211,44,4,39
1841,22/11/2024 00:00,14,210,4,9,800
1842,25/02/2023 00:00,21,211,26,8,445
1843,16/02/2023 00:00,18,249,47,4,357
1844,02/07/2024 00:00,20,230,27,4,596
1845,06/07/2024 00:00,14,57,40,10,347
1846,28/12/2023 00:00,2,11,25,2,809
1847,02/07/2024 00:00,50,284,5,1,541
1848,25/10/2023 00:00,13,81,35,7,890
1849,12/09/2023 00:00,11,192,22,7,230
1850,11/05/2024 00:00,1,19,2,9,114
1851,05/12/2024 00:00,3,81,19,5,34
1852,02/11/2024 00:00,16,18,18,2,842
1853,17/03/2023 00:00,26,68,48,5,892
1854,11/09/2024 00:00,33,213,2,1,770
1855,12/09/2024 00:00,10,49,48,10,821
1856,08/10/2023 00:00,20,166,28,9,771
1857,21/01/2024 00:00,30,104,7,5,681
1858,13/10/2023 00:00,19,220,6,4,1000
1859,18/01/2023 00:00,31,146,45,9,528
1860,18/08/2023 00:00,32,202,24,9,741
1861,30/07/2024 00:00,37,13,26,4,467
1862,27/03/2023 00:00,7,160,22,3,839
